sr_no,dev_sorts,structure,finish_gsm,finish_width,cotton_yarn_costing,wastage,dyeing_cost_rs,dyed_yarn_cost_rs,cotton_dyed_proportion_cost,polyester_cost,spandex_cost,melange_cost,col_14,kora_yarn_cost,reactive_yarn_cost,cooltex_yarn_cost,recycle_yarn_cost,dyed_poly_yarn_cost,micro_modal,viscose,raw_material_cost,knittng__processing_cost,wastage_2,costing,margin,selling_price,conversion_rcvd,currency_rate,discount_if_any,sort_no,96cotton4elastane,price_usdkg,price_usdmtrs,price_usdyds,linear_mtrskg,linear_ydgskg,width_cms,width_inch,weight_gsm,weight_ozssq_yds,price_per_kg_inr,freight_inr_per_kg,commission,lc_days__interest_15_pm,lc_days_interest_amount,col_47,total_cost_pricefreightcomlc_int,inr__kg,col_50,total_cost_usd__kg,col_52
283,DK2013132,MODIFIED VERTICAL STRIPE,280,162,285.0,8.55,110,403.55,294.5915,22.990000000000002,26.8,0.0,,0.0,0.0,0.0,0.0,0,0,0,344.3815,90,43.43815,477.81965,47.781965,525.601615,181.220115,87,0,DK2013132,,6.51588156034483,2.95560387577241,2.71156318878203,2.204585537918871,2.4029982363315696,162,63.77952755905512,280,8.259587020648969,525.601615,15,26.28008075,0,0,,566.88169575,,,6.51588156034483,
284,DK2013136,MODIFIED VERTICAL STRIPE,300,162,285.0,8.55,110,403.55,302.6625,20.91,26.8,0.0,,0.0,0.0,0.0,0.0,0,0,0,350.3725,90,44.03725,484.40975,48.440975,532.850725,182.478225,87,0,DK2013136,,6.60337081896552,3.20923821801724,2.94425524588738,2.05761316872428,2.2427983539094654,162,63.77952755905512,300,8.849557522123893,532.850725,15,26.64253625,0,0,,574.49326125,,,6.60337081896552,
285,DK2013137,MODIFIED VERTICAL STRIPE,300,162,285.0,8.55,110,403.55,302.6625,20.57,26.8,0.0,,0.0,0.0,0.0,0.0,0,0,0,350.0325,90,44.00325,484.03575,48.403575,532.439325,182.406825,87,0,DK2013137,,6.59840564655172,3.20682514422414,2.94204141671939,2.05761316872428,2.2427983539094654,162,63.77952755905512,300,8.849557522123893,532.439325,15,26.62196625,0,0,,574.06129125,,,6.59840564655172,
286,DK2013158,FRENCH TERRY,335,195,285.0,8.55,110,403.55,306.698,22.0,13.4,0.0,,0.0,0.0,0.0,0.0,0,0,0,342.098,90,43.2098,475.3078,47.53078,522.83858,180.74058,87,0,DK2013158,,6.4825345862069,4.23471571843966,3.88506029214647,1.5308075009567548,1.668580176042863,195,76.77165354330708,335,9.882005899705016,522.83858,15,26.141929,0,0,,563.980509,,,6.4825345862069,
287,DK2013173,2/1 TWILL,285,162,285.0,8.55,110,403.55,302.6625,0.0,10.35,0.0,,57.2,0.0,0.0,0.0,0,0,0,370.2125,90,46.02125,506.23375,50.623375,556.857125,186.644625,87,0,DK2013173,,6.89310323275862,3.18254576256466,2.91976675464647,2.1659085986571363,2.3608403725362788,162,63.77952755905512,285,8.4070796460177,556.857125,15,27.84285625,0,0,,599.69998125,,,6.89310323275862,
288,DK2013178,FRENCH TERRY,285,185,285.0,8.55,110,403.55,326.8755,17.92,10.35,0.0,,0.0,0.0,0.0,0.0,0,0,0,355.1455,90,44.51455,489.66005,48.966005,538.626055,183.480555,87,0,DK2013178,,6.67307307758621,3.51837778015733,3.22786952308012,1.896633475580844,2.0673304883831203,185,72.83464566929133,285,8.4070796460177,538.626055,15,26.93130275,0,0,,580.55735775,,,6.67307307758621,
289,DK2013185,FRENCH TERRY,320,185,285.0,8.55,110,403.55,294.5915,0.0,10.35,31.2,,0.0,0.0,0.0,0.0,0,0,0,336.1415,90,42.61415,468.75565,46.875565,515.631215,179.489715,87,0,DK2013185,,6.39554914655172,3.78616509475862,3.47354595849415,1.6891891891891893,1.8412162162162165,185,72.83464566929133,320,9.43952802359882,515.631215,15,25.78156075,0,0,,556.41277575,,,6.39554914655172,
290,DK2013206,FRENCH TERRY,260,190,285.0,8.55,110,403.55,322.84,19.040000000000003,10.65,0.0,,0.0,0.0,0.0,0.0,0,0,0,352.53,90,44.253,486.783,48.6783,535.4613,182.9313,87,0,DK2013206,,6.63487775862069,3.27762961275862,3.00699964473268,2.0242914979757085,2.2064777327935223,190,74.80314960629921,260,7.669616519174042,535.4613,15,26.773065,0,0,,577.234365,,,6.63487775862069,
291,DK2013207,FRENCH TERRY,280,180,285.0,8.55,110,403.55,322.84,19.040000000000003,10.35,0.0,,0.0,0.0,0.0,0.0,0,0,0,352.23,90,44.223,486.453,48.6453,535.0983,182.8683,87,0,DK2013207,,6.63049672413793,3.34177034896552,3.0658443568491,1.9841269841269842,2.162698412698413,180,70.86614173228347,280,8.259587020648969,535.0983,15,26.754915,0,0,,576.853215,,,6.63049672413793,
292,DK2013208,FRENCH TERRY,260,190,285.0,8.55,110,403.55,322.84,0.0,7.1000000000000005,24.84,,0.0,0.0,0.0,0.0,0,0,0,354.78,90,44.478,489.258,48.9258,538.1838,183.4038,87,0,DK2013208,,6.66773551724138,3.29386134551724,3.02189114267637,2.0242914979757085,2.2064777327935223,190,74.80314960629921,260,7.669616519174042,538.1838,15,26.90919,0,0,,580.09299,,,6.66773551724138,
293,DK2013209,FRENCH TERRY,280,180,285.0,8.55,110,403.55,318.8045,0.0,10.35,24.84,,0.0,0.0,0.0,0.0,0,0,0,353.9945,90,44.39945,488.39395,48.839395,537.233345,183.238845,87,0,DK2013209,,6.65626450862069,3.35475731234483,3.07775900215122,1.9841269841269842,2.162698412698413,180,70.86614173228347,280,8.259587020648969,537.233345,15,26.86166725,0,0,,579.09501225,,,6.65626450862069,
294,DK2013230,FRENCH TERRY,390,168,285.0,8.55,110,403.55,298.627,0.0,23.450000000000003,0.0,,49.4,0.0,0.0,0.0,0,0,0,371.477,90,46.1477,507.6247,50.76247,558.38717,186.91017,87,0,DK2013230,,6.91156929310345,4.52846020084138,4.15455064297374,1.5262515262515264,1.663614163614164,168,66.14173228346456,390,11.504424778761063,558.38717,15,27.9193585,0,0,,601.3065285,,,6.91156929310345,
295,DK2013231,FRENCH TERRY,260,190,285.0,8.55,110,403.55,322.84,19.040000000000003,10.65,0.0,,0.0,0.0,0.0,0.0,0,0,0,352.53,90,44.253,486.783,48.6783,535.4613,182.9313,87,0,DK2013231,,6.63487775862069,3.27762961275862,3.00699964473268,2.0242914979757085,2.2064777327935223,190,74.80314960629921,260,7.669616519174042,535.4613,15,26.773065,0,0,,577.234365,,,6.63487775862069,
296,DK2013231,FRENCH TERRY,260,190,285.0,8.55,110,403.55,322.84,19.040000000000003,10.65,0.0,,0.0,0.0,0.0,0.0,0,0,0,352.53,90,44.253,486.783,48.6783,535.4613,182.9313,87,0,DK2013231,,6.63487775862069,3.27762961275862,3.00699964473268,2.0242914979757085,2.2064777327935223,190,74.80314960629921,260,7.669616519174042,535.4613,15,26.773065,0,0,,577.234365,,,6.63487775862069,
297,DK2013233,FRENCH TERRY,290,188,285.0,8.55,110,403.55,306.698,22.0,13.8,0.0,,0.0,0.0,0.0,0.0,0,0,0,342.498,90,43.2498,475.7478,47.57478,523.32258,180.82458,87,0,DK2013233,,6.48837596551724,3.5374625764,3.24537851045871,1.8341892883345563,1.9992663242846664,188,74.01574803149606,290,8.554572271386432,523.32258,15,26.166129,0,0,,564.488709,,,6.48837596551724,
298,DK2013234,FRENCH TERRY,260,190,285.0,8.55,110,403.55,310.7335,23.099999999999998,7.1000000000000005,0.0,,0.0,0.0,0.0,0.0,0,0,0,340.9335,90,43.09335,474.02685,47.402685,521.429535,180.496035,87,0,DK2013234,,6.46552887068965,3.19397126212069,2.93024886433091,2.0242914979757085,2.2064777327935223,190,74.80314960629921,260,7.669616519174042,521.429535,15,26.07147675,0,0,,562.50101175,,,6.46552887068965,
299,DK2014005,3/1 TWILL,335,152,230.0,6.9,110,346.9,333.024,0.0,13.4,0.0,,0.0,0.0,0.0,0.0,0,0,0,346.424,90,43.6424,480.0664,48.00664,528.07304,181.64904,87,0,DK2014005,INDIGO,6.54570910344827,3.33307507547586,3.05786704172097,1.9638648860958368,2.1406127258444623,152,59.84251968503937,335,9.882005899705016,528.07304,15,26.403652,0,0,,569.476692,,,6.54570910344827,
300,DK2014032,DOTTED FLEECE,340,188,285.0,8.55,110,403.55,278.4495,0.0,23.450000000000003,0.0,,60.0,0.0,0.0,0.0,0,0,0,361.8995,90,45.18995,497.08945,49.708945,546.798395,184.898895,87,0,DK2014032,,6.77170476724138,4.32847368722069,3.97107677726669,1.5644555694618274,1.705256570713392,188,74.01574803149606,340,10.029498525073747,546.798395,15,27.33991975,0,0,,589.13831475,,,6.77170476724138,
301,DK2014090,2/1 TWILL,240,156,285.0,8.55,110,403.55,351.0885,12.3,10.65,0.0,,0.0,0.0,0.0,0.0,0,0,0,374.0385,90,46.40385,510.44235,51.044235,561.486585,187.448085,87,0,DK2014090,,6.94897602586207,2.60169662408276,2.38687763677317,2.6709401709401708,2.911324786324786,156,61.41732283464567,240,7.079646017699115,561.486585,15,28.07432925,0,0,,604.56091425,,,6.94897602586207,
302,DK2014115,FRENCH TERRY,330,185,285.0,8.55,110,403.55,290.556,0.0,10.35,0.0,,57.5,0.0,0.0,0.0,0,0,0,358.406,90,44.8406,493.2466,49.32466,542.57126,184.16526,87,0,DK2014115,,6.72068762068966,4.10297979243103,3.76420164443214,1.638001638001638,1.7854217854217855,185,72.83464566929133,330,9.734513274336283,542.57126,15,27.128563,0,0,,584.699823,,,6.72068762068966,
303,DK2014168,FRENCH TERRY,330,185,285.0,8.55,110,403.55,282.485,0.0,16.75,0.0,,57.5,0.0,0.0,0.0,0,0,0,356.735,90,44.6735,491.4085,49.14085,540.54935,183.81435,87,0,DK2014168,,6.69628525862069,4.08808215038793,3.75053408292471,1.638001638001638,1.7854217854217855,185,72.83464566929133,330,9.734513274336283,540.54935,15,27.0274675,0,0,,582.5768175,,,6.69628525862069,
304,DK2014188,2/1 KNIT TWILL,310,162,285.0,8.55,110,403.55,282.485,0.0,13.4,0.0,,65.0,0.0,0.0,0.0,0,0,0,360.885,90,45.0885,495.9735,49.59735,545.57085,184.68585,87,0,DK2014188,INDIGO,6.75688956896552,3.39330994153448,3.11312838672888,1.9912385503783352,2.1704500199123857,162,63.77952755905512,310,9.144542772861357,545.57085,15,27.2785425,0,0,,587.8493925,,,6.75688956896552,
305,DK2014192,3/1 TWILL,375,162,230.0,6.9,110,346.9,246.299,25.76,20.099999999999998,0.0,,0.0,0.0,0.0,0.0,0,0,0,292.159,90,38.2159,420.3749,42.03749,462.41239,170.25339,87,0,DK2014192,,5.75325298275862,3.49510118702586,3.20651485048244,1.646090534979424,1.7942386831275723,162,63.77952755905512,375,11.061946902654867,462.41239,15,23.1206195,0,0,,500.5330095,,,5.75325298275862,
306,DK2014205,PIQUE,190,220,285.0,8.55,110,403.55,403.55,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0,0,0,403.55,90,49.355,542.905,54.2905,597.1955,193.6455,87,0,DK2014205,,7.37994568965517,3.08481729827586,2.83010761309712,2.392344497607655,2.6076555023923444,220,86.61417322834646,190,5.6047197640118,597.1955,15,29.859775,0,0,,642.055275,,,7.37994568965517,
307,DK2014235,2/1 KNIT TWILL,340,150,320.0,9.6,110,439.6,180.236,0.0,30.15,0.0,,130.0,0.0,0.0,0.0,0,0,0,340.386,90,43.0386,473.4246,47.34246,520.76706,180.38106,87,0,DK2014235,,6.45753348275862,3.2933420762069,3.02141474881367,1.9607843137254901,2.1372549019607843,150,59.05511811023622,340,10.029498525073747,520.76706,15,26.038353,0,0,,561.805413,,,6.45753348275862,
308,DK2021068,2/1 TWILL,370,145,245.0,7.35,110,362.35,163.0575,60.720000000000006,30.15,0.0,,0.0,0.0,0.0,0.0,0,0,0,253.9275,90,34.39275,378.32025,37.832025,416.152275,162.224775,87,0,DK2021068,,5.19494125,2.787085980625,2.55695961525229,1.8639328984156571,2.0316868592730666,145,57.08661417322835,370,10.914454277286136,416.152275,15,20.80761375,0,0,,451.95988875,,,5.19494125,
309,DK2021070,2/1 TWILL,360,150,245.0,7.35,110,362.35,177.5515,48.16,26.8,0.0,,0.0,0.0,0.0,0.0,0,0,0,252.5115,90,34.25115,376.76265,37.676265,414.438915,161.927415,87,0,DK2021070,,5.17426276724138,2.79410189431034,2.56339623331224,1.8518518518518519,2.0185185185185186,150,59.05511811023622,360,10.619469026548673,414.438915,15,20.72194575,0,0,,450.16086075,,,5.17426276724138,
310,DK2022007,2/1 TWILL,340,142,245.0,7.35,110,362.35,206.5395,37.51,40.199999999999996,0.0,,0.0,0.0,0.0,0.0,0,0,0,284.2495,90,37.42495,411.67445,41.167445,452.841895,168.592395,87,0,DK2022007,,5.63774700862069,2.72190425576207,2.49715986767162,2.071251035625518,2.2576636288318146,142,55.90551181102362,340,10.029498525073747,452.841895,15,22.64209475,0,0,,490.48398975,,,5.63774700862069,
311,DK2022036,2/1 TWILL,340,142,245.0,7.35,110,362.35,206.5395,0.0,40.199999999999996,0.0,,0.0,0.0,0.0,54.25,0,0,0,300.9895,90,39.09895,430.08845,43.008845,473.097295,172.107795,87,0,DK2022036,,5.88220873275862,2.83993037617586,2.60544071208795,2.071251035625518,2.2576636288318146,142,55.90551181102362,340,10.029498525073747,473.097295,15,23.65486475,0,0,,511.75215975,,,5.88220873275862,
312,DK2022055,2/1 TWILL,340,142,245.0,7.35,110,362.35,206.5395,37.51,40.199999999999996,0.0,,0.0,0.0,0.0,0.0,0,0,0,284.2495,90,37.42495,411.67445,41.167445,452.841895,168.592395,87,0,DK2022055,,5.63774700862069,2.72190425576207,2.49715986767162,2.071251035625518,2.2576636288318146,142,55.90551181102362,340,10.029498525073747,452.841895,15,22.64209475,0,0,,490.48398975,,,5.63774700862069,
313,DK2022065,2/1 TWILL,290,142,245.0,7.35,110,362.35,213.7865,38.72,30.15,0.0,,0.0,0.0,0.0,0.0,0,0,0,282.6565,90,37.26565,409.92215,40.992215,450.914365,168.257865,87,0,DK2022065,,5.61448371551724,2.31204439405,2.12114164591743,2.428363283147159,2.6469159786304037,142,55.90551181102362,290,8.554572271386432,450.914365,15,22.54571825,0,0,,488.46008325,,,5.61448371551724,
314,DK2022113,2/1 TWILL,295,150,245.0,7.35,110,362.35,221.0335,36.9,30.15,0.0,,0.0,0.0,0.0,0.0,0,0,0,288.0835,90,37.80835,415.89185,41.589185,457.481035,169.397535,87,0,DK2022113,,5.69373662931034,2.51947845846983,2.31144812703654,2.2598870056497176,2.4632768361581925,150,59.05511811023622,295,8.702064896755163,457.481035,15,22.87405175,0,0,,495.35508675,,,5.69373662931034,
315,DK2022114,2/1 TWILL,295,150,245.0,7.35,110,362.35,217.41,39.36,26.8,0.0,,0.0,0.0,0.0,0.0,0,0,0,283.57,90,37.357,410.927,41.0927,452.0197,168.4497,87,0,DK2022114,,5.62782396551724,2.49031210474138,2.28469000434989,2.2598870056497176,2.4632768361581925,150,59.05511811023622,295,8.702064896755163,452.0197,15,22.600985,0,0,,489.620685,,,5.62782396551724,
316,DK2022118,2/1 TWILL,320,140,245.0,7.35,110,362.35,217.41,36.3,33.5,0.0,,0.0,0.0,0.0,0.0,0,0,0,287.21,90,37.721,414.931,41.4931,456.4241,169.2141,87,0,DK2022118,,5.68098051724138,2.54507927172414,2.33493511167352,2.232142857142857,2.4330357142857144,140,55.118110236220474,320,9.43952802359882,456.4241,15,22.821205,0,0,,494.245305,,,5.68098051724138,
317,DK2022154,2/1 TWILL,310,155,245.0,7.35,110,362.35,195.669,49.61,23.450000000000003,0.0,,0.0,0.0,0.0,0.0,0,0,0,268.729,90,35.8729,394.6019,39.46019,434.06209,165.33309,87,0,DK2022154,,5.41109418965517,2.60003075812931,2.38534931938469,2.0811654526534857,2.2684703433922997,155,61.023622047244096,310,9.144542772861357,434.06209,15,21.7031045,0,0,,470.7651945,,,5.41109418965517,
318,DK2022155,2/1 TWILL,310,155,245.0,7.35,110,362.35,195.669,49.95,23.450000000000003,0.0,,0.0,0.0,0.0,0.0,0,0,0,269.069,90,35.9069,394.9759,39.49759,434.47349,165.40449,87,0,DK2022155,,5.41605936206897,2.60241652347414,2.3875380949304,2.0811654526534857,2.2684703433922997,155,61.023622047244096,310,9.144542772861357,434.47349,15,21.7236745,0,0,,471.1971645,,,5.41605936206897,
319,DK2023174,2/1 TWILL,285,162,220.0,6.6,110,336.6,252.45,0.0,10.35,0.0,,57.2,0.0,0.0,0.0,0,0,0,320,90,41,451,45.1,496.1,176.1,87,0,DK2023174,,6.1598275862069,2.84399239655172,2.60916733628599,2.1659085986571363,2.3608403725362788,162,63.77952755905512,285,8.4070796460177,496.1,15,24.805,0,0,,535.905,,,6.1598275862069,
320,DK2023238,FRENCH TERRY,260,190,220.0,6.6,110,336.6,269.28,22.44,10.65,0.0,,0.0,0.0,0.0,0.0,0,0,0,302.37,90,39.237,431.607,43.1607,474.7677,172.3977,87,0,DK2023238,,5.90236879310345,2.9157701837931,2.67501851724138,2.0242914979757085,2.2064777327935223,190,74.80314960629921,260,7.669616519174042,474.7677,15,23.738385,0,0,,513.506085,,,5.90236879310345,
321,DK2024232,SEERSUCKER STRIPE,275,155,230.0,6.9,110,346.9,326.086,0.0,20.099999999999998,0.0,,0.0,0.0,0.0,0.0,0,0,0,346.186,90,43.6186,479.8046,47.98046,527.78506,181.59906,87,0,DK2024232,,6.54223348275862,2.78862702202586,2.55837341470263,2.346041055718475,2.5571847507331382,155,61.023622047244096,275,8.112094395280236,527.78506,15,26.389253,0,0,,569.174313,,,6.54223348275862,
322,DK2024236,SEERSUCKER STRIPE,270,155,230.0,6.9,110,346.9,326.086,0.0,20.099999999999998,0.0,,0.0,0.0,0.0,0.0,0,0,0,346.186,90,43.6186,479.8046,47.98046,527.78506,181.59906,87,0,DK2024236,,6.54223348275862,2.73792471253448,2.51185753443531,2.3894862604540026,2.604540023894863,155,61.023622047244096,270,7.964601769911504,527.78506,15,26.389253,0,0,,569.174313,,,6.54223348275862,
323,DK2032084,2/1 TWILL,340,142,,#VALUE!,110,#VALUE!,#VALUE!,38.13,40.199999999999996,0.0,,131.1,0.0,0.0,0.0,0,0,0,#VALUE!,90,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,87,0,DK2032084,,#VALUE!,#VALUE!,#VALUE!,2.071251035625518,2.2576636288318146,142,55.90551181102362,340,10.029498525073747,#VALUE!,15,#VALUE!,0,#VALUE!,,#VALUE!,,,#VALUE!,
324,DK2043039,2/1 TWILL,420,158,285.0,8.55,110,403.55,274.414,0.0,39.5,0.0,,0.0,0.0,0.0,50.6,0,0,0,364.514,90,45.4514,499.9654,49.99654,549.96194,185.44794,87,0,DK2043039,,6.80988548275862,4.51904000635862,4.14590826271433,1.506931886678722,1.6425557564798072,158,62.204724409448815,420,12.389380530973451,549.96194,15,27.498097,0,0,,592.460037,,,6.80988548275862,
325,DK2043040,2/1 TWILL,420,158,285.0,8.55,110,403.55,274.414,0.0,39.5,0.0,,0.0,0.0,0.0,50.6,0,0,0,364.514,90,45.4514,499.9654,49.99654,549.96194,185.44794,87,0,DK2043040,,6.80988548275862,4.51904000635862,4.14590826271433,1.506931886678722,1.6425557564798072,158,62.204724409448815,420,12.389380530973451,549.96194,15,27.498097,0,0,,592.460037,,,6.80988548275862,
326,DK2043041,2/1 TWILL,420,158,285.0,8.55,110,403.55,274.414,0.0,39.5,0.0,,0.0,0.0,0.0,50.6,0,0,0,364.514,90,45.4514,499.9654,49.99654,549.96194,185.44794,87,0,DK2043041,,6.80988548275862,4.51904000635862,4.14590826271433,1.506931886678722,1.6425557564798072,158,62.204724409448815,420,12.389380530973451,549.96194,15,27.498097,0,0,,592.460037,,,6.80988548275862,
327,DK2043042,2/1 TWILL,420,158,285.0,8.55,110,403.55,274.414,0.0,39.5,0.0,,0.0,0.0,0.0,50.6,0,0,0,364.514,90,45.4514,499.9654,49.99654,549.96194,185.44794,87,0,DK2043042,,6.80988548275862,4.51904000635862,4.14590826271433,1.506931886678722,1.6425557564798072,158,62.204724409448815,420,12.389380530973451,549.96194,15,27.498097,0,0,,592.460037,,,6.80988548275862,
328,DK2043182,FRENCH TERRY,350,172,285.0,8.55,110,403.55,286.5205,0.0,23.450000000000003,0.0,,0.0,75.9,0.0,0.0,0,0,0,385.8705,90,47.58705,523.45755,52.345755,575.803305,189.932805,87,0,DK2043182,,7.12176402586207,4.28730194356896,3.93330453538437,1.6611295681063123,1.8106312292358806,172,67.71653543307086,350,10.32448377581121,575.803305,15,28.79016525,0,0,,619.59347025,,,7.12176402586207,
329,DK2043183,FRENCH TERRY,350,172,285.0,8.55,110,403.55,286.5205,0.0,23.450000000000003,0.0,,0.0,75.9,0.0,0.0,0,0,0,385.8705,90,47.58705,523.45755,52.345755,575.803305,189.932805,87,0,DK2043183,,7.12176402586207,4.28730194356896,3.93330453538437,1.6611295681063123,1.8106312292358806,172,67.71653543307086,350,10.32448377581121,575.803305,15,28.79016525,0,0,,619.59347025,,,7.12176402586207,
330,DK2043184,FRENCH TERRY,350,172,285.0,8.55,110,403.55,286.5205,0.0,23.450000000000003,0.0,,0.0,75.9,0.0,0.0,0,0,0,385.8705,90,47.58705,523.45755,52.345755,575.803305,189.932805,87,0,DK2043184,,7.12176402586207,4.28730194356896,3.93330453538437,1.6611295681063123,1.8106312292358806,172,67.71653543307086,350,10.32448377581121,575.803305,15,28.79016525,0,0,,619.59347025,,,7.12176402586207,
331,DK2044161,FRENCH TERRY,350,168,285.0,8.55,110,403.55,310.7335,0.0,13.4,0.0,,0.0,66.5,0.0,0.0,0,0,0,390.6335,90,48.06335,528.69685,52.869685,581.566535,190.933035,87,0,DK2044161,,7.19132025,4.228496307,3.87935441009174,1.7006802721088434,1.8537414965986394,168,66.14173228346456,350,10.32448377581121,581.566535,15,29.07832675,0,0,,625.64486175,,,7.19132025,
332,DK2044162,FRENCH TERRY,350,168,285.0,8.55,110,403.55,310.7335,0.0,13.4,0.0,,0.0,66.5,0.0,0.0,0,0,0,390.6335,90,48.06335,528.69685,52.869685,581.566535,190.933035,87,0,DK2044162,,7.19132025,4.228496307,3.87935441009174,1.7006802721088434,1.8537414965986394,168,66.14173228346456,350,10.32448377581121,581.566535,15,29.07832675,0,0,,625.64486175,,,7.19132025,
333,DK2044163,FRENCH TERRY,350,168,285.0,8.55,110,403.55,310.7335,0.0,13.4,0.0,,0.0,66.5,0.0,0.0,0,0,0,390.6335,90,48.06335,528.69685,52.869685,581.566535,190.933035,87,0,DK2044163,,7.19132025,4.228496307,3.87935441009174,1.7006802721088434,1.8537414965986394,168,66.14173228346456,350,10.32448377581121,581.566535,15,29.07832675,0,0,,625.64486175,,,7.19132025,
334,DK2411003,2/1 TWILL,330,145,225.0,6.75,110,341.75,129.865,0.0,33.5,71.76,,0.0,0.0,0.0,0.0,0,0,0,235.125,90,32.5125,357.6375,35.76375,393.40125,158.27625,87,0,DK2411003,,4.9203599137931,2.35439221875,2.15999286123853,2.089864158829676,2.277951933124347,145,57.08661417322835,330,9.734513274336283,393.40125,15,19.6700625,0,0,,428.0713125,,,4.9203599137931,
335,DK2411004,2/1 TWILL,325,145,225.0,6.75,110,341.75,140.1175,59.04,36.85,0.0,,0.0,0.0,0.0,0.0,0,0,0,236.0075,90,32.60075,358.60825,35.860825,394.469075,158.461575,87,0,DK2411004,,4.93324745689655,2.3247928640625,2.1328374899656,2.1220159151193636,2.3129973474801067,145,57.08661417322835,325,9.587020648967552,394.469075,15,19.72345375,0,0,,429.19252875,,,4.93324745689655,
336,DK2411018,2/1 TWILL,310,145,250.0,7.5,110,367.5,176.4,48.0,40.199999999999996,0.0,,0.0,0.0,0.0,0.0,0,0,0,264.6,90,35.46,390.06,39.006,429.066,164.466,87,0,DK2411018,,5.35079655172414,2.40518305,2.20658995412844,2.2246941045606228,2.424916573971079,145,57.08661417322835,310,9.144542772861357,429.066,15,21.4533,0,0,,465.5193,,,5.35079655172414,
337,DK2412259,2/1 KNIT TWILL,270,138,225.0,6.75,110,341.75,194.7975,44.28,23.450000000000003,0.0,,0.0,0.0,0.0,0.0,0,0,0,262.5275,90,35.25275,387.78025,38.778025,426.558275,164.030775,87,0,DK2412259,,5.32053090517241,1.98242981526724,1.81874294978646,2.683843263553409,2.925389157273216,138,54.33070866141732,270,7.964601769911504,426.558275,15,21.32791375,0,0,,462.88618875,,,5.32053090517241,
338,DK2413028,3/1 TWILL,310,155,225.0,6.75,110,341.75,235.8075,19.8,30.15,0.0,,20.3,0.0,0.0,0.0,0,0,0,306.0575,90,39.60575,435.66325,43.566325,479.229575,173.172075,87,0,DK2413028,,5.95621900862069,2.86196323364224,2.62565434279105,2.0811654526534857,2.2684703433922997,155,61.023622047244096,310,9.144542772861357,479.229575,15,23.96147875,0,0,,518.19105375,,,5.95621900862069,
339,DK2413033,MINI TUCK TWILL,315,162,225.0,6.75,110,341.75,249.4775,0.0,16.75,0.0,,0.0,0.0,39.38,0.0,0,0,0,305.6075,90,39.56075,435.16825,43.516825,478.685075,173.077575,87,0,DK2413033,,5.94964745689655,3.03610509725431,2.7854175204168,1.9596315892612188,2.1359984322947287,162,63.77952755905512,315,9.29203539823009,478.685075,15,23.93425375,0,0,,517.61932875,,,5.94964745689655,
340,DK2413057,2/1 TWILL,290,146,225.0,6.75,110,341.75,266.565,0.0,33.5,0.0,,0.0,0.0,0.0,21.0,0,0,0,321.065,90,41.1065,452.1715,45.21715,497.38865,176.32365,87,0,DK2413057,,6.17538025862069,2.6146560015,2.39876697385321,2.3618327822390177,2.5743977326405294,146,57.48031496062992,290,8.554572271386432,497.38865,15,24.8694325,0,0,,537.2580825,,,6.17538025862069,
341,DK2413203,2/1 TUCK TWILL,285,170,225.0,6.75,110,341.75,259.73,21.28,16.75,0.0,,0.0,0.0,0.0,0.0,0,0,0,297.76,90,38.776,426.536,42.6536,469.1896,171.4296,87,0,DK2413203,,5.83504689655172,2.82708022137931,2.59365157924707,2.063983488132095,2.249742002063984,170,66.92913385826772,285,8.4070796460177,469.1896,15,23.45948,0,0,,507.64908,,,5.83504689655172,
342,DK2413203,2/1 TUCK TWILL,285,170,225.0,6.75,110,341.75,259.73,21.28,16.75,0.0,,0.0,0.0,0.0,0.0,0,0,0,297.76,90,38.776,426.536,42.6536,469.1896,171.4296,87,0,DK2413203,,5.83504689655172,2.82708022137931,2.59365157924707,2.063983488132095,2.249742002063984,170,66.92913385826772,285,8.4070796460177,469.1896,15,23.45948,0,0,,507.64908,,,5.83504689655172,
343,DK2413213,PIQUE AUTOSTRIPER,200,210,225.0,6.75,110,341.75,259.73,0.0,0.0,0.0,,0.0,82.8,0.0,0.0,0,0,0,342.53,90,43.253,475.783,47.5783,523.3613,180.8313,87,0,DK2413213,,6.48884327586207,2.72531417586207,2.50028823473584,2.380952380952381,2.5952380952380953,210,82.67716535433071,200,5.899705014749263,523.3613,15,26.168065,0,0,,564.529365,,,6.48884327586207,
344,DK2414002,SINGLE JERSEY,240,165,225.0,6.75,110,341.75,321.245,0.0,20.099999999999998,0.0,,0.0,0.0,0.0,0.0,0,0,0,341.345,90,43.1345,474.4795,47.44795,521.92745,180.58245,87,0,DK2414002,,6.47153818965517,2.56272912310345,2.35112763587472,2.525252525252525,2.7525252525252526,165,64.96062992125984,240,7.079646017699115,521.92745,15,26.0963725,0,0,,563.0238225,,,6.47153818965517,
345,DK2414026,3 THREAD FLEECE,370,190,225.0,6.75,110,341.75,266.565,0.0,0.0,0.0,,53.9,0.0,0.0,0.0,0,0,0,320.465,90,41.0465,451.5115,45.15115,496.66265,176.19765,87,0,DK2414026,,6.16661818965517,4.33513258732759,3.97718585993357,1.422475106685633,1.55049786628734,190,74.80314960629921,370,10.914454277286136,496.66265,15,24.8331325,0,0,,536.4957825,,,6.16661818965517,
